ID,Age,Overall,Potential,Value,Wage,height,weight,crossing,finishing,heading_accuracy,short_passing,volleys,acceleration,sprint_speed,agility,reactions,balance,dribbling,curve,fk_accuracy,long_passing,ball_control,shot_power,jumping,stamina,strength,long_shots,aggression,interception,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot,weak_foot,skill_move,international_reputation,work_rate,Position_Category,body_type_clean
270583,17,55,72,325000.0,500.0,168.0,56.0,39,38,40,64,36.0,62,64,78,51.0,92.0,51,55,42,62,50.0,52,72,55,33,44.0,39,47,57.0,55.0,41.0,47.0,44,47,47.0,5,12,10,10,9,1,3.0,2.0,1.0,8,0,0
270584,29,63,63,425000.0,3000.0,182.0,80.0,51,52,67,68,47.0,65,67,52,55.0,51.0,63,51,45,64,64.0,66,57,69,78,54.0,61,56,59.0,57.0,57.0,62.0,51,63,61.0,15,14,6,9,6,1,3.0,3.0,1.0,8,2,0
270586,22,66,73,1600000.0,3000.0,180.0,66.0,62,58,55,68,47.0,64,68,69,58.0,72.0,67,69,51,65,44.0,60,67,64,59,64.0,58,64,55.0,59.0,47.0,49.0,61,74,71.0,14,11,9,7,9,0,2.0,2.0,1.0,8,2,1
270587,20,65,74,1600000.0,2000.0,183.0,78.0,70,57,49,71,59.0,65,68,63,61.0,58.0,68,65,48,75,64.0,67,56,60,64,49.0,58,49,55.0,67.0,61.0,63.0,55,60,59.0,9,11,7,12,7,1,3.0,3.0,1.0,2,0,0
270593,17,54,68,240000.0,500.0,180.0,66.0,40,32,50,58,38.0,62,64,60,58.0,62.0,56,44,43,56,59.0,54,56,58,52,34.0,63,57,43.0,45.0,40.0,48.0,47,56,58.0,10,14,7,12,10,1,3.0,2.0,1.0,6,0,0
270594,16,54,68,250000.0,500.0,191.0,88.0,31,55,56,45,36.0,58,59,52,54.0,51.0,51,40,30,31,49.0,51,61,60,64,53.0,29,10,55.0,51.0,58.0,48.0,19,15,12.0,6,9,11,14,13,1,2.0,2.0,1.0,8,1,1
270597,23,66,71,1300000.0,1000.0,187.0,79.0,59,44,60,73,44.0,71,73,70,61.0,65.0,68,56,48,70,70.0,67,70,75,78,41.0,68,63,54.0,59.0,52.0,65.0,56,70,63.0,8,15,7,6,14,1,3.0,3.0,1.0,6,0,0
270601,19,51,68,140000.0,1000.0,178.0,73.0,29,51,47,47,40.0,82,79,68,59.0,67.0,49,39,38,44,50.0,47,56,50,56,49.0,60,47,50.0,39.0,45.0,47.0,48,53,53.0,13,10,12,10,15,1,3.0,2.0,1.0,8,0,0
270602,21,49,57,100000.0,500.0,188.0,81.0,29,19,42,32,25.0,62,61,45,44.0,62.0,20,21,23,23,33.0,30,71,61,54,21.0,46,52,27.0,31.0,35.0,40.0,50,51,52.0,9,7,6,15,10,1,2.0,2.0,1.0,6,2,1
270603,19,55,70,275000.0,950.0,182.0,70.0,53,50,48,58,30.0,70,75,70,49.0,65.0,53,34,33,60,60.0,49,60,60,55,44.0,54,51,35.0,50.0,40.0,37.0,52,50,51.0,13,13,13,6,8,1,3.0,2.0,1.0,6,0,1
270607,26,58,61,275000.0,3000.0,188.0,76.0,44,57,43,59,36.0,62,64,69,54.0,71.0,56,47,35,62,59.0,49,61,64,58,59.0,53,47,57.0,58.0,42.0,50.0,48,48,46.0,9,7,10,15,8,1,2.0,2.0,1.0,8,0,0
270608,18,62,78,1000000.0,3000.0,180.0,72.0,59,60,41,65,52.0,69,64,53,45.0,67.0,66,53,51,63,65.0,60,55,60,60,41.0,50,31,62.0,68.0,58.0,63.0,44,48,40.0,9,9,5,9,8,1,3.0,2.0,1.0,8,0,1
270614,18,53,68,220000.0,500.0,179.0,72.0,39,56,51,49,49.0,50,54,58,56.0,65.0,50,58,39,32,54.0,55,58,41,39,51.0,44,22,53.0,41.0,51.0,49.0,19,24,18.0,10,13,8,12,6,1,3.0,3.0,1.0,7,1,1
270615,20,53,60,160000.0,500.0,188.0,75.0,12,5,12,18,7.0,27,33,21,43.0,34.0,14,13,13,29,17.0,38,41,22,44,6.0,24,12,8.0,29.0,19.0,39.0,5,10,10.0,58,51,51,52,54,1,3.0,1.0,1.0,8,3,1
270616,22,53,61,200000.0,750.0,184.0,77.0,37,21,48,44,29.0,60,62,51,44.0,58.0,29,31,27,31,38.0,34,56,41,57,21.0,49,53,25.0,24.0,41.0,33.0,52,61,59.0,7,14,6,11,13,1,2.0,2.0,1.0,5,2,1
270618,21,55,65,275000.0,750.0,185.0,67.0,51,38,39,64,51.0,68,63,62,48.0,51.0,58,53,43,63,62.0,51,57,46,49,34.0,39,23,40.0,54.0,51.0,53.0,42,40,45.0,8,10,6,10,7,1,2.0,3.0,1.0,8,0,0
270620,21,54,65,240000.0,750.0,175.0,64.0,40,51,28,59,48.0,67,61,61,35.0,71.0,60,63,42,50,56.0,51,41,42,31,51.0,57,21,51.0,52.0,41.0,52.0,21,29,26.0,13,15,15,12,8,1,3.0,3.0,1.0,8,0,1
270621,21,53,61,210000.0,750.0,180.0,69.0,34,35,34,62,35.0,62,61,61,46.0,61.0,56,42,39,59,61.0,42,56,45,47,34.0,58,46,38.0,47.0,41.0,39.0,51,59,49.0,6,8,10,8,10,0,2.0,2.0,1.0,8,0,1
270623,20,58,71,475000.0,750.0,186.0,73.0,41,44,52,61,35.0,63,68,58,55.0,61.0,54,44,49,55,59.0,66,65,46,64,60.0,61,57,39.0,47.0,46.0,47.0,55,56,57.0,14,6,13,6,15,1,2.0,2.0,1.0,8,0,0
270626,26,56,59,170000.0,4000.0,179.0,71.0,52,38,44,51,25.0,66,65,56,51.0,58.0,53,40,41,53,51.0,42,57,60,56,37.0,44,55,47.0,44.0,54.0,45.0,54,53,53.0,7,10,12,6,12,0,2.0,2.0,1.0,8,2,0
270627,25,56,59,190000.0,3000.0,171.0,70.0,52,49,47,57,36.0,64,63,58,54.0,60.0,57,42,54,53,58.0,51,62,60,54,52.0,53,48,55.0,52.0,59.0,48.0,44,45,41.0,13,15,5,5,5,1,3.0,2.0,1.0,8,0,1
270629,22,55,63,275000.0,500.0,175.0,70.0,56,49,43,44,37.0,79,80,75,37.0,74.0,54,53,50,43,53.0,52,64,70,64,47.0,32,40,48.0,53.0,47.0,51.0,35,35,29.0,10,8,14,13,6,0,4.0,2.0,1.0,8,0,0
270630,21,52,64,200000.0,500.0,175.0,68.0,51,45,31,43,38.0,77,75,72,43.0,77.0,50,44,38,45,48.0,50,62,68,54,45.0,31,31,44.0,45.0,46.0,45.0,28,31,31.0,11,11,6,12,6,1,3.0,2.0,1.0,8,0,0
270632,21,68,77,2700000.0,5000.0,177.0,69.0,61,69,65,69,58.0,64,62,70,60.0,75.0,70,65,65,64,71.0,66,61,68,43,64.0,42,34,68.0,68.0,68.0,69.0,40,38,39.0,11,14,6,13,12,1,3.0,3.0,1.0,2,0,1
270635,30,68,68,1000000.0,500.0,180.0,75.0,67,45,51,65,36.0,70,71,70,66.0,68.0,66,50,40,56,68.0,50,53,72,60,44.0,55,62,52.0,56.0,37.0,60.0,62,66,65.0,9,9,11,15,13,0,3.0,2.0,1.0,2,2,1
270637,18,59,73,500000.0,850.0,182.0,75.0,52,36,53,63,42.0,65,65,58,59.0,62.0,59,42,37,59,58.0,57,59,63,61,42.0,62,51,53.0,52.0,43.0,49.0,47,60,57.0,11,10,6,9,12,1,3.0,2.0,1.0,8,2,0
270640,21,55,64,250000.0,1000.0,190.0,83.0,14,6,12,26,7.0,33,21,37,46.0,26.0,6,10,11,15,17.0,41,37,18,62,5.0,24,10,5.0,30.0,11.0,35.0,7,11,11.0,59,58,54,53,51,1,3.0,1.0,1.0,8,3,1
270641,19,56,74,350000.0,1000.0,189.0,80.0,27,18,50,38,29.0,68,69,52,47.0,53.0,29,22,27,25,35.0,30,76,50,76,19.0,55,53,26.0,34.0,39.0,44.0,56,57,54.0,15,13,6,13,8,1,3.0,2.0,1.0,4,2,1
270642,26,65,68,0.0,0.0,186.0,78.0,13,7,11,26,9.0,31,29,33,63.0,55.0,6,11,13,21,12.0,44,50,17,52,6.0,16,8,6.0,28.0,14.0,32.0,8,10,14.0,64,62,59,66,65,1,3.0,1.0,1.0,8,3,1
270644,20,55,63,275000.0,500.0,176.0,64.0,54,47,45,54,34.0,63,61,65,48.0,66.0,56,42,41,48,54.0,41,61,58,44,38.0,45,47,54.0,53.0,44.0,52.0,45,52,49.0,11,13,13,7,6,1,2.0,2.0,1.0,8,2,0
270645,20,60,68,500000.0,950.0,188.0,79.0,33,22,61,38,33.0,55,55,58,55.0,60.0,32,32,35,36,40.0,43,70,68,66,26.0,48,60,44.0,33.0,38.0,50.0,61,65,66.0,13,9,8,10,13,1,3.0,2.0,1.0,8,2,0
270646,19,58,72,450000.0,500.0,185.0,82.0,56,44,50,62,35.0,60,60,55,56.0,55.0,61,38,44,61,60.0,55,58,55,67,48.0,56,50,50.0,51.0,55.0,55.0,55,55,53.0,7,14,11,8,13,1,3.0,2.0,1.0,6,0,1
270647,21,60,69,525000.0,2000.0,180.0,67.0,56,37,49,58,36.0,69,74,72,49.0,67.0,60,41,43,54,62.0,45,68,57,47,43.0,59,57,47.0,54.0,38.0,46.0,56,59,57.0,13,9,6,6,7,0,2.0,2.0,1.0,8,2,0
270648,23,60,66,350000.0,2000.0,186.0,83.0,50,21,58,56,18.0,58,68,48,43.0,46.0,46,34,35,55,56.0,46,61,58,76,16.0,68,57,21.0,32.0,21.0,43.0,56,62,58.0,10,11,5,12,11,1,2.0,2.0,1.0,8,2,1
270649,19,62,71,850000.0,1000.0,172.0,68.0,63,59,42,59,52.0,69,69,70,52.0,68.0,62,57,48,57,63.0,71,48,62,55,52.0,38,21,58.0,53.0,55.0,49.0,18,22,20.0,5,14,5,10,9,0,4.0,3.0,1.0,8,0,1
270650,17,51,74,180000.0,500.0,185.0,70.0,22,52,65,41,48.0,50,51,52,42.0,61.0,46,29,29,27,52.0,47,62,55,50,44.0,55,18,55.0,51.0,61.0,51.0,26,19,18.0,8,13,15,7,6,1,3.0,2.0,1.0,8,1,0
270652,22,60,67,500000.0,1000.0,175.0,75.0,32,62,62,48,48.0,73,70,64,57.0,72.0,46,44,41,44,58.0,62,69,58,64,56.0,33,18,60.0,53.0,64.0,58.0,14,18,16.0,13,10,9,8,15,1,4.0,2.0,1.0,2,1,1
270653,22,50,59,90000.0,500.0,181.0,80.0,13,6,10,25,6.0,30,18,35,48.0,44.0,6,13,10,16,13.0,39,56,23,54,8.0,24,14,4.0,37.0,18.0,25.0,7,11,14.0,52,48,52,49,46,1,2.0,1.0,1.0,8,3,1
270655,21,65,73,1500000.0,850.0,196.0,82.0,39,33,74,64,30.0,46,51,40,51.0,36.0,31,29,33,56,56.0,50,66,60,74,29.0,61,61,37.0,30.0,31.0,54.0,62,68,64.0,13,12,11,14,11,1,3.0,2.0,1.0,6,2,1
270656,19,62,77,950000.0,600.0,182.0,71.0,64,53,46,52,59.0,70,72,74,65.0,65.0,67,59,46,43,62.0,62,57,45,54,51.0,40,29,64.0,54.0,57.0,51.0,26,25,26.0,6,10,9,13,10,1,3.0,3.0,1.0,8,1,1
270657,21,63,70,975000.0,4000.0,185.0,78.0,51,50,59,72,53.0,61,61,57,62.0,58.0,60,59,54,66,64.0,60,59,62,65,62.0,60,53,61.0,60.0,56.0,56.0,50,58,61.0,15,14,10,14,6,1,3.0,2.0,1.0,8,0,1
270658,18,58,73,450000.0,500.0,184.0,72.0,55,36,45,51,35.0,67,65,63,51.0,60.0,62,42,32,39,43.0,40,61,64,56,41.0,53,59,56.0,45.0,36.0,40.0,50,60,56.0,15,14,13,8,13,0,3.0,2.0,1.0,8,2,1
270659,19,62,77,950000.0,550.0,180.0,77.0,40,46,48,64,36.0,60,64,62,58.0,63.0,58,45,49,67,60.0,59,59,71,60,56.0,59,56,57.0,64.0,48.0,51.0,45,58,49.0,6,7,10,5,10,1,3.0,2.0,1.0,8,0,1
270660,25,61,64,325000.0,1000.0,185.0,74.0,12,8,11,33,9.0,53,55,37,54.0,48.0,11,11,12,38,19.0,46,64,27,54,8.0,20,8,5.0,36.0,15.0,24.0,5,12,10.0,60,60,61,62,63,1,3.0,1.0,1.0,8,3,1
270661,18,52,60,160000.0,500.0,185.0,76.0,25,19,51,35,24.0,64,63,46,49.0,65.0,29,27,22,29,32.0,34,69,59,65,18.0,50,52,23.0,34.0,37.0,40.0,50,56,51.0,8,11,7,7,5,1,2.0,2.0,1.0,8,2,1
270662,22,55,59,190000.0,2000.0,173.0,65.0,44,61,50,48,47.0,66,68,70,47.0,63.0,62,39,27,38,51.0,55,62,56,59,50.0,68,18,53.0,47.0,60.0,47.0,14,18,10.0,9,12,9,8,11,1,2.0,2.0,1.0,8,1,1
270663,21,53,59,140000.0,1000.0,196.0,85.0,19,17,48,34,22.0,63,65,50,42.0,62.0,22,27,22,26,34.0,38,65,63,58,18.0,48,52,32.0,23.0,34.0,45.0,54,63,58.0,7,11,8,13,14,1,2.0,2.0,1.0,5,2,2
270666,20,62,74,850000.0,500.0,193.0,80.0,19,12,20,34,11.0,41,30,33,53.0,32.0,14,14,20,37,18.0,46,34,39,68,10.0,21,18,18.0,33.0,18.0,28.0,13,22,20.0,62,64,61,61,62,1,2.0,1.0,1.0,8,3,0
270669,18,58,72,475000.0,700.0,175.0,65.0,48,47,50,63,53.0,69,69,64,57.0,74.0,61,59,47,61,62.0,55,52,53,45,39.0,42,24,47.0,59.0,57.0,58.0,41,47,41.0,13,9,11,7,6,1,3.0,3.0,1.0,8,0,1
270488,20,50,59,90000.0,1000.0,180.0,68.0,10,9,11,18,8.0,35,36,33,46.0,57.0,13,15,12,25,17.0,38,55,20,54,11.0,19,14,8.0,33.0,13.0,21.0,9,10,14.0,52,48,50,47,51,1,3.0,1.0,1.0,8,3,1
270489,25,56,57,170000.0,3000.0,170.0,60.0,52,47,38,55,42.0,70,71,54,45.0,68.0,55,50,52,53,56.0,46,52,52,33,48.0,53,32,51.0,51.0,50.0,46.0,29,30,39.0,14,12,5,10,10,0,2.0,2.0,1.0,8,0,0
270490,20,55,64,275000.0,2000.0,163.0,63.0,53,49,36,55,38.0,65,65,72,52.0,82.0,56,45,44,53,56.0,48,54,34,44,46.0,48,32,54.0,53.0,47.0,55.0,31,33,30.0,7,7,9,6,14,1,3.0,2.0,1.0,8,0,1
270495,34,66,66,150000.0,5000.0,190.0,94.0,13,10,15,30,8.0,31,32,36,54.0,34.0,11,13,14,30,15.0,47,43,33,62,11.0,26,7,8.0,38.0,19.0,25.0,6,10,7.0,69,65,63,67,66,1,4.0,1.0,1.0,8,3,1
270496,22,65,73,1600000.0,4000.0,172.0,70.0,56,49,45,65,49.0,89,88,86,51.0,85.0,69,51,42,48,67.0,49,41,59,42,42.0,28,21,67.0,55.0,63.0,52.0,35,41,52.0,8,6,14,10,7,1,3.0,4.0,1.0,2,1,1
270499,18,53,70,210000.0,500.0,186.0,75.0,12,7,11,20,6.0,28,20,31,47.0,37.0,11,10,14,18,12.0,40,43,21,49,5.0,26,10,4.0,28.0,12.0,28.0,6,14,11.0,51,49,53,52,56,1,1.0,1.0,1.0,8,3,0
270500,22,57,65,325000.0,500.0,190.0,80.0,10,8,13,22,9.0,32,30,35,48.0,29.0,10,10,10,28,11.0,44,30,21,59,5.0,23,8,4.0,30.0,15.0,22.0,8,10,12.0,56,56,59,51,63,1,2.0,1.0,1.0,8,3,1
270502,21,63,70,925000.0,550.0,179.0,72.0,52,33,42,59,38.0,72,73,61,65.0,62.0,50,41,39,56,42.0,32,63,71,55,35.0,65,62,44.0,44.0,39.0,51.0,61,63,65.0,7,12,9,7,6,1,3.0,2.0,1.0,8,2,1
270503,17,53,74,300000.0,500.0,184.0,79.0,31,58,47,48,40.0,66,67,63,48.0,53.0,51,31,34,32,50.0,50,52,51,65,48.0,45,14,54.0,46.0,54.0,45.0,13,24,18.0,6,6,11,10,11,1,3.0,2.0,1.0,2,1,1
270505,20,56,65,300000.0,500.0,192.0,66.0,24,35,68,54,22.0,54,50,51,53.0,44.0,46,31,22,42,58.0,52,40,63,52,29.0,60,56,24.0,30.0,56.0,48.0,55,57,54.0,8,7,14,13,5,0,3.0,2.0,1.0,5,2,0
270506,20,58,69,450000.0,550.0,184.0,74.0,52,61,48,51,65.0,70,73,66,49.0,48.0,56,61,49,38,61.0,68,47,58,52,63.0,43,27,57.0,42.0,58.0,52.0,22,27,26.0,11,12,9,12,13,0,4.0,3.0,1.0,8,1,1
270509,17,51,59,120000.0,500.0,175.0,85.0,34,51,48,46,39.0,64,69,65,49.0,64.0,45,38,39,29,47.0,53,64,47,66,44.0,54,19,51.0,43.0,53.0,49.0,19,18,19.0,11,10,12,6,7,1,2.0,2.0,1.0,8,1,2
270510,18,51,60,110000.0,500.0,188.0,80.0,28,24,58,31,28.0,43,45,46,41.0,49.0,24,24,22,30,35.0,37,65,45,64,21.0,48,49,21.0,24.0,39.0,40.0,50,54,51.0,13,10,8,14,6,1,2.0,2.0,1.0,8,2,1
270511,26,51,53,70000.0,500.0,188.0,83.0,32,52,57,41,42.0,55,53,52,49.0,55.0,45,39,38,27,44.0,53,61,52,62,49.0,50,21,55.0,47.0,55.0,51.0,21,20,19.0,13,13,8,5,6,1,2.0,2.0,1.0,8,1,1
270512,21,58,69,450000.0,2000.0,184.0,79.0,49,55,52,62,51.0,67,61,59,56.0,62.0,62,50,49,61,60.0,57,63,55,57,53.0,62,52,52.0,56.0,51.0,55.0,51,61,67.0,6,8,7,6,6,1,2.0,2.0,1.0,5,0,0
270514,20,58,66,450000.0,500.0,183.0,78.0,57,62,58,56,40.0,64,62,59,57.0,59.0,54,38,32,44,54.0,52,60,69,61,56.0,40,22,60.0,60.0,60.0,51.0,22,26,22.0,15,5,14,6,11,1,3.0,2.0,1.0,8,1,1
270515,17,55,71,300000.0,500.0,190.0,83.0,44,40,48,52,29.0,47,55,47,52.0,55.0,37,27,25,43,47.0,38,74,60,73,26.0,35,53,33.0,44.0,35.0,49.0,53,59,54.0,11,13,14,9,10,1,3.0,2.0,1.0,8,2,1
270516,21,58,68,450000.0,750.0,183.0,75.0,36,58,57,46,54.0,59,63,64,56.0,54.0,55,60,39,32,59.0,63,63,61,59,57.0,51,20,58.0,46.0,60.0,42.0,18,22,17.0,9,14,12,13,10,1,3.0,3.0,1.0,8,1,1
270517,18,61,79,825000.0,550.0,173.0,84.0,46,55,48,56,50.0,82,72,77,59.0,88.0,72,52,53,49,68.0,53,49,47,79,52.0,38,26,46.0,52.0,54.0,49.0,27,32,30.0,14,14,7,11,8,1,5.0,3.0,1.0,2,0,2
270521,18,55,71,300000.0,1000.0,188.0,68.0,35,32,50,58,28.0,58,61,54,56.0,58.0,54,37,36,51,57.0,49,57,54,57,38.0,60,51,37.0,48.0,47.0,37.0,44,56,53.0,15,13,13,5,14,1,2.0,2.0,1.0,8,0,0
270522,21,56,65,325000.0,2000.0,179.0,71.0,34,57,61,48,50.0,68,64,55,53.0,67.0,60,45,38,42,51.0,57,57,59,56,55.0,33,18,50.0,51.0,68.0,50.0,23,14,12.0,8,6,7,13,12,1,3.0,2.0,1.0,1,1,0
270523,19,56,69,350000.0,2000.0,180.0,73.0,37,60,48,57,58.0,62,59,53,50.0,67.0,69,57,31,47,59.0,62,55,52,53,54.0,29,21,48.0,54.0,66.0,46.0,21,16,17.0,9,11,11,14,5,1,3.0,2.0,1.0,1,1,0
270524,18,52,64,180000.0,500.0,173.0,68.0,37,53,48,56,38.0,64,64,72,48.0,68.0,55,40,42,55,53.0,52,57,63,55,44.0,56,37,54.0,47.0,43.0,44.0,36,48,51.0,5,13,14,14,10,1,2.0,2.0,1.0,2,0,1
270527,21,58,66,450000.0,1000.0,182.0,69.0,47,61,63,55,47.0,69,77,58,55.0,53.0,54,50,44,49,53.0,57,69,69,52,56.0,48,16,56.0,49.0,59.0,50.0,17,23,22.0,12,11,15,14,11,1,2.0,2.0,1.0,7,1,0
270528,22,65,72,1300000.0,2000.0,185.0,77.0,32,28,63,59,29.0,52,54,55,62.0,57.0,45,35,28,49,60.0,37,75,64,74,20.0,60,63,25.0,34.0,35.0,54.0,64,67,64.0,5,6,8,13,11,1,3.0,2.0,1.0,3,2,1
270529,18,63,78,975000.0,500.0,189.0,81.0,15,10,10,24,11.0,20,31,30,54.0,50.0,9,16,15,25,15.0,48,64,27,75,12.0,27,15,8.0,41.0,14.0,37.0,20,14,13.0,66,60,64,59,67,1,3.0,1.0,1.0,8,3,1
270533,18,56,73,375000.0,500.0,184.0,78.0,28,59,56,47,48.0,74,72,62,48.0,62.0,51,31,29,32,53.0,56,64,53,73,48.0,56,16,52.0,42.0,51.0,47.0,17,21,20.0,12,12,9,5,8,1,3.0,2.0,1.0,8,1,0
270534,18,54,73,250000.0,1000.0,180.0,70.0,54,28,44,41,34.0,65,68,55,54.0,68.0,61,35,37,30,46.0,25,56,67,51,21.0,51,47,49.0,40.0,38.0,47.0,42,50,50.0,13,5,10,8,9,0,3.0,2.0,1.0,2,2,1
270535,24,60,66,400000.0,600.0,181.0,79.0,50,62,48,56,50.0,74,72,64,56.0,63.0,62,49,38,46,62.0,64,43,53,61,45.0,46,25,55.0,56.0,50.0,48.0,22,30,26.0,9,13,8,12,13,1,3.0,3.0,1.0,8,0,0
270538,18,51,69,150000.0,500.0,177.0,76.0,46,54,37,43,39.0,62,65,57,38.0,65.0,54,39,38,38,56.0,60,41,44,52,34.0,30,18,45.0,46.0,53.0,49.0,19,24,26.0,5,6,5,12,9,1,3.0,2.0,1.0,8,0,0
270539,19,55,68,300000.0,500.0,179.0,70.0,55,49,38,54,54.0,73,71,67,41.0,68.0,51,55,43,43,57.0,60,48,57,49,42.0,37,31,49.0,45.0,56.0,47.0,22,33,29.0,8,9,7,12,14,1,3.0,2.0,1.0,8,0,1
270540,19,58,73,450000.0,850.0,188.0,78.0,28,28,55,54,39.0,61,56,44,50.0,61.0,38,35,33,61,55.0,44,52,64,73,25.0,58,57,32.0,33.0,44.0,48.0,57,59,56.0,8,14,7,12,5,0,2.0,2.0,1.0,6,2,0
270543,19,55,70,250000.0,500.0,185.0,78.0,12,6,14,18,9.0,32,33,30,47.0,44.0,8,11,13,19,16.0,40,56,22,40,8.0,21,9,8.0,23.0,17.0,36.0,6,10,13.0,56,54,53,53,56,1,3.0,1.0,1.0,8,3,1
270545,20,55,62,250000.0,2000.0,184.0,68.0,34,43,47,62,37.0,62,67,57,52.0,59.0,57,45,35,56,55.0,47,71,62,74,39.0,64,46,51.0,52.0,28.0,63.0,46,52,48.0,9,15,5,14,13,1,3.0,2.0,1.0,2,0,1
270549,18,54,72,240000.0,500.0,198.0,90.0,15,11,14,31,9.0,35,33,27,38.0,28.0,9,15,16,29,18.0,41,38,25,72,9.0,26,10,7.0,42.0,18.0,37.0,11,12,15.0,54,55,55,56,53,0,2.0,1.0,1.0,8,3,0
270550,21,57,67,350000.0,1000.0,182.0,71.0,56,36,45,48,34.0,74,68,61,47.0,53.0,44,54,32,41,52.0,45,71,60,46,22.0,41,52,27.0,41.0,37.0,44.0,54,54,52.0,13,12,7,9,11,0,2.0,2.0,1.0,8,2,1
270552,18,53,71,210000.0,500.0,191.0,89.0,14,4,11,44,7.0,23,27,33,41.0,21.0,11,11,21,31,35.0,36,38,29,41,21.0,41,16,8.0,44.0,19.0,35.0,11,14,11.0,57,51,48,49,56,1,3.0,1.0,1.0,8,3,1
270554,19,52,64,190000.0,800.0,178.0,70.0,49,31,46,59,29.0,63,66,54,42.0,42.0,46,37,41,56,58.0,52,44,59,51,49.0,39,44,39.0,51.0,45.0,41.0,42,46,48.0,9,5,8,15,7,1,3.0,2.0,1.0,8,0,0
270555,22,60,68,525000.0,1000.0,180.0,80.0,47,50,59,69,45.0,63,55,51,55.0,63.0,54,48,69,64,51.0,75,57,67,60,71.0,62,50,51.0,48.0,72.0,44.0,51,64,66.0,13,13,5,7,12,0,2.0,2.0,1.0,0,0,1
270557,19,61,75,675000.0,500.0,185.0,78.0,25,10,14,33,10.0,22,21,26,59.0,43.0,13,30,14,35,15.0,42,69,19,50,16.0,20,11,10.0,43.0,24.0,33.0,10,12,14.0,60,57,56,59,64,1,2.0,1.0,1.0,8,3,0
270560,19,56,72,375000.0,500.0,178.0,72.0,35,62,56,44,41.0,61,64,59,55.0,65.0,61,42,39,36,54.0,51,61,58,48,53.0,33,20,58.0,53.0,60.0,54.0,19,23,18.0,14,7,12,6,7,1,3.0,2.0,1.0,8,1,1
270562,19,54,67,250000.0,750.0,183.0,75.0,34,56,53,46,41.0,61,61,62,48.0,58.0,52,33,29,37,50.0,55,61,55,59,52.0,30,16,59.0,47.0,61.0,55.0,21,19,17.0,9,14,11,9,13,1,3.0,2.0,1.0,8,1,1
270563,21,64,73,1300000.0,2000.0,181.0,70.0,60,52,32,59,60.0,79,73,78,59.0,70.0,70,60,60,55,68.0,53,40,52,40,51.0,40,20,57.0,59.0,57.0,60.0,21,27,28.0,8,12,11,7,13,1,3.0,3.0,1.0,1,1,0
270565,27,61,64,325000.0,2000.0,197.0,90.0,10,5,10,20,9.0,21,29,30,50.0,24.0,6,11,14,16,19.0,45,35,28,72,8.0,22,7,5.0,30.0,12.0,34.0,9,12,12.0,63,61,60,59,64,1,2.0,1.0,1.0,8,3,1
270566,21,49,58,110000.0,2000.0,173.0,65.0,41,43,28,43,34.0,67,64,69,40.0,78.0,49,34,36,37,53.0,44,40,45,33,41.0,33,16,43.0,42.0,43.0,43.0,23,20,22.0,14,11,9,5,12,1,3.0,2.0,1.0,8,1,1
270567,25,51,56,70000.0,2000.0,190.0,82.0,10,6,14,19,5.0,18,21,23,41.0,23.0,10,13,10,21,13.0,33,35,20,64,5.0,16,13,5.0,25.0,18.0,28.0,8,11,11.0,55,53,44,44,52,1,2.0,1.0,1.0,8,3,0
270568,18,49,63,100000.0,600.0,168.0,70.0,32,32,40,49,21.0,54,59,54,40.0,65.0,43,32,31,44,46.0,35,61,57,62,34.0,58,45,31.0,40.0,30.0,40.0,47,48,49.0,13,10,9,12,8,1,3.0,2.0,1.0,8,0,2
270570,24,64,69,875000.0,3000.0,180.0,80.0,56,67,61,66,68.0,72,79,72,52.0,61.0,62,61,53,63,65.0,74,76,68,81,68.0,66,20,65.0,59.0,68.0,49.0,41,61,48.0,5,10,10,6,11,0,2.0,3.0,1.0,8,1,1
270361,20,61,71,675000.0,2000.0,186.0,77.0,27,28,65,41,29.0,76,72,51,54.0,59.0,38,27,29,38,44.0,45,54,64,71,28.0,61,63,27.0,31.0,46.0,48.0,60,65,62.0,14,12,15,9,8,1,2.0,2.0,1.0,5,2,1
270363,22,66,73,1600000.0,2000.0,186.0,77.0,39,23,63,68,23.0,64,64,43,66.0,55.0,49,39,24,57,59.0,38,66,68,65,26.0,60,67,28.0,40.0,36.0,63.0,66,69,65.0,6,9,7,11,12,1,2.0,2.0,1.0,8,2,1
270364,24,61,66,450000.0,1000.0,180.0,76.0,59,32,42,60,38.0,78,75,59,52.0,66.0,57,48,32,54,55.0,46,59,68,57,30.0,55,54,56.0,33.0,38.0,41.0,48,59,63.0,11,14,9,6,7,1,3.0,2.0,1.0,2,2,1
270366,22,63,71,1000000.0,1000.0,190.0,83.0,27,30,64,44,33.0,66,55,49,46.0,45.0,33,33,29,33,51.0,37,82,68,82,24.0,68,64,30.0,29.0,37.0,49.0,60,61,63.0,12,11,5,8,6,1,2.0,2.0,1.0,8,2,1
270367,24,62,67,600000.0,2000.0,176.0,67.0,54,57,42,64,48.0,75,73,76,57.0,74.0,63,50,43,59,65.0,65,44,70,53,66.0,65,59,59.0,61.0,52.0,60.0,53,60,56.0,7,10,11,15,7,1,4.0,3.0,1.0,8,0,1
